Unnamed: 0,SubjNum,Movie,Sec
0,33,KJep2,78.58187245199997
1,33,KJep2,295.1516988850001
2,33,KJep2,504.779348911
3,33,KJep2,516.1265909050002
4,33,KJep2,583.6729231030001
5,33,KJep2,675.5118231910002
6,33,KJep2,951.2413863380002
7,33,KJep2,966.155833125
8,33,KJep2,1066.424858721
9,33,KJep2,1212.57603578
10,33,KJep2,1245.972440171
0,37,KJep2,50.93044844799999
1,37,KJep2,81.97911840799998
2,37,KJep2,98.08577802100001
3,37,KJep2,212.70866234100004
4,37,KJep2,330.43524716799993
5,37,KJep2,362.2501176819999
6,37,KJep2,455.645007808
7,37,KJep2,500.04812000700014
8,37,KJep2,679.6344344680001
9,37,KJep2,682.651410383
10,37,KJep2,691.355825332
11,37,KJep2,708.8821378300001
12,37,KJep2,729.82394099
13,37,KJep2,746.54497668
14,37,KJep2,763.7866516650001
15,37,KJep2,795.3517340570003
16,37,KJep2,817.928506488
17,37,KJep2,857.1146349310001
18,37,KJep2,903.003572535
19,37,KJep2,940.0703943370003
20,37,KJep2,956.177724379
21,37,KJep2,966.533935037
22,37,KJep2,1051.593881586
23,37,KJep2,1060.596963598
24,37,KJep2,1120.442692597
25,37,KJep2,1126.2113627069998
26,37,KJep2,1157.342787334
27,37,KJep2,1213.5038486959995
28,37,KJep2,1260.658718922
0,41,KJep2,67.49858382399998
1,41,KJep2,147.6010415339999
2,41,KJep2,285.27057568599986
3,41,KJep2,288.64052664099995
4,41,KJep2,295.59584468099996
5,41,KJep2,375.363178799
6,41,KJep2,382.93638276300004
7,41,KJep2,402.05268628199997
8,41,KJep2,408.6414970459999
9,41,KJep2,421.420104181
10,41,KJep2,457.467939215
11,41,KJep2,457.751736605
12,41,KJep2,536.903728245
13,41,KJep2,732.592306226
14,41,KJep2,736.8954704550001
15,41,KJep2,831.7140946229998
16,41,KJep2,847.394792961
17,41,KJep2,915.1531088610001
18,41,KJep2,1055.1237970319999
19,41,KJep2,1122.7495492369999
20,41,KJep2,1147.587626281
21,41,KJep2,1217.84852998
