Unnamed: 0,SubjNum,Movie,Sec
0,12,KJep2,24.622954162000042
1,12,KJep2,35.43904980000002
2,12,KJep2,89.49954177500003
3,12,KJep2,94.89867342800005
4,12,KJep2,118.57997402800005
5,12,KJep2,128.96255670000005
6,12,KJep2,149.2425336370001
7,12,KJep2,198.55421575900002
8,12,KJep2,235.558130244
9,12,KJep2,246.041267038
10,12,KJep2,254.0560351510001
11,12,KJep2,266.53870351500007
12,12,KJep2,293.96827005699987
13,12,KJep2,314.649602533
14,12,KJep2,353.07782662599993
15,12,KJep2,404.7888980530002
16,12,KJep2,417.704132697
17,12,KJep2,467.07269014100007
18,12,KJep2,493.252159161
19,12,KJep2,578.3776051509999
20,12,KJep2,597.891001465
21,12,KJep2,612.9892607090001
22,12,KJep2,677.1150144430001
23,12,KJep2,685.2477493460001
24,12,KJep2,697.2966482989999
25,12,KJep2,726.740337467
26,12,KJep2,761.3032269360001
27,12,KJep2,813.2803894689999
28,12,KJep2,843.4112223900001
29,12,KJep2,872.9575734540001
30,12,KJep2,887.8722730030001
31,12,KJep2,897.6046952470001
32,12,KJep2,908.3530998140002
33,12,KJep2,967.016112621
34,12,KJep2,1022.143404561
35,12,KJep2,1046.390200509
36,12,KJep2,1083.5859246730001
37,12,KJep2,1106.7999768260001
38,12,KJep2,1141.3963554640002
39,12,KJep2,1145.012436881
40,12,KJep2,1156.7116958200004
41,12,KJep2,1195.3734181519999
42,12,KJep2,1218.454232422
43,12,KJep2,1245.617927301
44,12,KJep2,1277.565114609
0,13,KJep2,7.988416424000093
1,13,KJep2,25.31922332700003
2,13,KJep2,27.452108626000037
3,13,KJep2,66.38076757500005
4,13,KJep2,124.04201100000002
5,13,KJep2,147.7394277100001
6,13,KJep2,192.59990510800003
7,13,KJep2,287.0049075130001
8,13,KJep2,297.552940261
9,13,KJep2,314.068671395
10,13,KJep2,336.58208887500007
11,13,KJep2,368.12940122099997
12,13,KJep2,411.773653786
13,13,KJep2,472.98377486700014
14,13,KJep2,496.28148862300003
15,13,KJep2,526.7283903690001
16,13,KJep2,549.8753337169999
17,13,KJep2,572.172411516
18,13,KJep2,586.2878001459999
19,13,KJep2,597.6527487769999
20,13,KJep2,611.85196514
21,13,KJep2,669.9615347859999
22,13,KJep2,675.543908098
23,13,KJep2,686.4104295539997
24,13,KJep2,730.5717833739999
25,13,KJep2,746.7204391089999
26,13,KJep2,767.3508913310001
27,13,KJep2,811.8566774389999
28,13,KJep2,821.9889061289999
29,13,KJep2,846.2028859689999
30,13,KJep2,861.2509330979999
31,13,KJep2,875.1165220060001
32,13,KJep2,886.1649496949998
33,13,KJep2,917.1450159839999
34,13,KJep2,934.5763239610001
35,13,KJep2,965.456589138
36,13,KJep2,980.45493709
37,13,KJep2,986.637161787
38,13,KJep2,1008.868268535
39,13,KJep2,1019.683082923
40,13,KJep2,1030.114966465
41,13,KJep2,1084.488846089
42,13,KJep2,1105.636999454
43,13,KJep2,1146.332536238
44,13,KJep2,1165.4300854639998
45,13,KJep2,1187.96060165
46,13,KJep2,1201.542165892
47,13,KJep2,1215.4910168610002
48,13,KJep2,1227.1569008669999
49,13,KJep2,1245.020944911
50,13,KJep2,1276.5174221
0,15,KJep2,17.383307411000033
1,15,KJep2,40.74744996000004
2,15,KJep2,67.91127932200004
3,15,KJep2,100.62449557500008
4,15,KJep2,116.239103204
5,15,KJep2,146.16938663500005
6,15,KJep2,193.097501319
7,15,KJep2,242.0918969280001
8,15,KJep2,263.039149876
9,15,KJep2,282.9873183910001
10,15,KJep2,294.002046792
11,15,KJep2,311.606637246
12,15,KJep2,332.5539061350001
13,15,KJep2,367.4672331930001
14,15,KJep2,403.74612763199997
15,15,KJep2,467.8226325390001
16,15,KJep2,497.60193352100015
17,15,KJep2,527.8160113900002
18,15,KJep2,573.854719141
19,15,KJep2,598.202054009
20,15,KJep2,612.3173379750001
21,15,KJep2,672.727009149
22,15,KJep2,683.7929213750001
23,15,KJep2,701.107642541
24,15,KJep2,713.72315609
25,15,KJep2,727.6378193800001
26,15,KJep2,746.9016709480001
27,15,KJep2,812.7423672169999
28,15,KJep2,843.522757273
29,15,KJep2,872.2683275030001
30,15,KJep2,887.7839509960002
31,15,KJep2,906.115451015
32,15,KJep2,965.692169626
33,15,KJep2,985.956311825
34,15,KJep2,1015.219886758
35,15,KJep2,1027.1510616
36,15,KJep2,1045.390573309
37,15,KJep2,1081.886910268
38,15,KJep2,1107.35007185
39,15,KJep2,1147.079122638
40,15,KJep2,1156.62735171
41,15,KJep2,1220.304718008
42,15,KJep2,1245.101466247
0,17,KJep2,2.005547525999986
1,17,KJep2,11.98854101400002
2,17,KJep2,26.686593955000035
3,17,KJep2,36.73508487000004
4,17,KJep2,43.56725901599997
5,17,KJep2,66.74900048300003
6,17,KJep2,89.77926652999996
7,17,KJep2,91.54543508200004
8,17,KJep2,128.89099214300006
9,17,KJep2,148.0895054360001
10,17,KJep2,167.53779587500003
11,17,KJep2,191.950859802
12,17,KJep2,204.1322905530001
13,17,KJep2,231.9795252870001
14,17,KJep2,234.41218228099999
15,17,KJep2,238.11280744200008
16,17,KJep2,247.21159738300003
17,17,KJep2,256.694100896
18,17,KJep2,285.140463468
19,17,KJep2,287.58705626799997
20,17,KJep2,298.03644985100004
21,17,KJep2,301.968289057
22,17,KJep2,311.033989537
23,17,KJep2,315.43455800900006
24,17,KJep2,334.26572187600004
25,17,KJep2,337.164410029
26,17,KJep2,342.68112370199987
27,17,KJep2,355.96296661199995
28,17,KJep2,361.94537711099997
29,17,KJep2,368.994845509
30,17,KJep2,374.07698887700013
31,17,KJep2,377.543336085
32,17,KJep2,387.24275874899985
33,17,KJep2,410.95645298599993
34,17,KJep2,422.8724754059999
35,17,KJep2,439.3708464439999
36,17,KJep2,451.00341148900003
37,17,KJep2,452.23547786499984
38,17,KJep2,472.233640486
39,17,KJep2,475.632718115
40,17,KJep2,483.31476457699995
41,17,KJep2,495.34823781699987
42,17,KJep2,498.76387041199996
43,17,KJep2,519.661031483
44,17,KJep2,526.7937437530001
45,17,KJep2,549.056388792
46,17,KJep2,567.1547751219997
47,17,KJep2,574.4538915389999
48,17,KJep2,576.4540096399999
49,17,KJep2,600.1510912709997
50,17,KJep2,611.5503848199999
51,17,KJep2,614.3160974379997
52,17,KJep2,642.5465761199998
53,17,KJep2,659.6944349139999
54,17,KJep2,670.6095423499999
55,17,KJep2,675.6091408989998
56,17,KJep2,681.2754127009997
57,17,KJep2,689.3583035249999
58,17,KJep2,704.006536989
59,17,KJep2,711.8386236539999
60,17,KJep2,730.8862464760001
61,17,KJep2,742.2681124310001
62,17,KJep2,812.1892836310001
63,17,KJep2,814.8050798870001
64,17,KJep2,819.8384706710001
65,17,KJep2,842.6692065930001
66,17,KJep2,845.6851394390001
67,17,KJep2,847.0181927020001
68,17,KJep2,848.218302533
69,17,KJep2,849.2847365279998
70,17,KJep2,850.6340683139999
71,17,KJep2,856.2672310570001
72,17,KJep2,859.4830453280002
73,17,KJep2,864.899449815
74,17,KJep2,870.11576711
75,17,KJep2,871.2156191670001
76,17,KJep2,874.5653167840001
77,17,KJep2,883.447861617
78,17,KJep2,886.430610807
79,17,KJep2,888.5644159149998
80,17,KJep2,896.8294048350001
81,17,KJep2,902.211790628
82,17,KJep2,928.243224612
83,17,KJep2,934.9411962539999
84,17,KJep2,955.973040498
85,17,KJep2,971.388193905
86,17,KJep2,993.885353117
87,17,KJep2,1002.434145982
88,17,KJep2,1007.88421702
89,17,KJep2,1010.3665293419999
90,17,KJep2,1012.982614913
91,17,KJep2,1014.333536734
92,17,KJep2,1017.3657945
93,17,KJep2,1024.947896037
94,17,KJep2,1028.698055845
95,17,KJep2,1030.6477112989999
96,17,KJep2,1035.430589904
97,17,KJep2,1040.646612105
98,17,KJep2,1051.579038386
99,17,KJep2,1053.6784342580002
100,17,KJep2,1060.774751549
101,17,KJep2,1067.490402778
102,17,KJep2,1074.9897345210002
103,17,KJep2,1079.672485318
104,17,KJep2,1087.8389687000001
105,17,KJep2,1099.353366955
106,17,KJep2,1116.6847870079998
107,17,KJep2,1124.5506775019999
108,17,KJep2,1127.983872169
109,17,KJep2,1130.600090624
110,17,KJep2,1133.949779657
111,17,KJep2,1140.2486462480001
112,17,KJep2,1142.4490498510002
113,17,KJep2,1146.998944028
114,17,KJep2,1151.53151971
115,17,KJep2,1159.4301088229995
116,17,KJep2,1174.9948051689998
117,17,KJep2,1180.877939704
118,17,KJep2,1183.227056438
119,17,KJep2,1184.777227099
120,17,KJep2,1186.577321388
121,17,KJep2,1189.45981649
122,17,KJep2,1191.376891185
123,17,KJep2,1194.6432398489999
124,17,KJep2,1197.7256436629998
125,17,KJep2,1202.9923922780001
126,17,KJep2,1210.158120717
127,17,KJep2,1212.72447034
128,17,KJep2,1216.1234914119998
129,17,KJep2,1228.988752428
130,17,KJep2,1230.7220011539998
131,17,KJep2,1232.755532822
132,17,KJep2,1239.7551200839998
133,17,KJep2,1246.8705948989998
134,17,KJep2,1257.7692015659998
135,17,KJep2,1269.8678618239999
136,17,KJep2,1276.7674434389999
0,16,KJep2,66.74673876899999
1,16,KJep2,132.32272326400005
2,16,KJep2,193.965555495
3,16,KJep2,319.52831822199994
4,16,KJep2,372.5056975210001
5,16,KJep2,439.58148513199995
6,16,KJep2,481.53898378800005
7,16,KJep2,543.415336864
8,16,KJep2,611.958308468
9,16,KJep2,681.4331370059999
10,16,KJep2,815.9619525129999
11,16,KJep2,872.172882908
12,16,KJep2,901.3862763660001
13,16,KJep2,919.4504735060001
14,16,KJep2,992.216049612
15,16,KJep2,1108.470207375
16,16,KJep2,1166.180482858
17,16,KJep2,1198.393698182
18,16,KJep2,1211.9759735710002
19,16,KJep2,1246.088679143
0,14,KJep2,124.07422635800005
1,14,KJep2,149.538252726
2,14,KJep2,294.02769691599997
3,14,KJep2,370.98568784800005
4,14,KJep2,412.932119434
5,14,KJep2,496.5722765960002
6,14,KJep2,596.160970873
7,14,KJep2,611.059039298
8,14,KJep2,674.2516435290001
9,14,KJep2,693.633233452
10,14,KJep2,812.0686849409999
11,14,KJep2,886.4934055819998
12,14,KJep2,906.8405390089999
13,14,KJep2,966.417984029
14,14,KJep2,987.965007161
15,14,KJep2,1018.884730397
16,14,KJep2,1107.208198856
17,14,KJep2,1159.019311289
18,14,KJep2,1243.9599613760001
0,18,KJep2,12.055902788999958
1,18,KJep2,66.63312755699997
2,18,KJep2,99.48058811700001
3,18,KJep2,147.47425051799996
4,18,KJep2,191.969072729
5,18,KJep2,239.15457982700002
6,18,KJep2,287.8326562
7,18,KJep2,298.398281202
8,18,KJep2,337.310159763
9,18,KJep2,368.572441622
10,18,KJep2,413.217571875
11,18,KJep2,473.77740447299993
12,18,KJep2,487.693265214
13,18,KJep2,496.475888553
14,18,KJep2,528.7897214380001
15,18,KJep2,566.78469945
16,18,KJep2,609.613775615
17,18,KJep2,611.6295596620001
18,18,KJep2,669.6408708160002
19,18,KJep2,679.837903813
20,18,KJep2,726.5833092040001
21,18,KJep2,812.33726738
22,18,KJep2,862.7809675310001
23,18,KJep2,870.49683615
24,18,KJep2,874.996278071
25,18,KJep2,887.178092185
26,18,KJep2,912.791956584
27,18,KJep2,954.054190802
28,18,KJep2,966.5864005039999
29,18,KJep2,1018.406800885
30,18,KJep2,1108.811997419
31,18,KJep2,1146.558636927
32,18,KJep2,1174.121871354
33,18,KJep2,1200.902046795
34,18,KJep2,1215.80057594
35,18,KJep2,1237.131616118
36,18,KJep2,1246.163930538
37,18,KJep2,1262.2459302989998
0,19,KJep2,47.47523862600008
1,19,KJep2,67.59362769300003
2,19,KJep2,102.12371075300007
3,19,KJep2,118.50438586100006
4,19,KJep2,149.9476627260001
5,19,KJep2,194.98743782500003
6,19,KJep2,317.9887573399999
7,19,KJep2,372.20249810399986
8,19,KJep2,418.84280984199995
9,19,KJep2,479.17813447599997
10,19,KJep2,499.7633434909999
11,19,KJep2,529.4057180969999
12,19,KJep2,599.9979032860001
13,19,KJep2,614.310532811
14,19,KJep2,667.823482925
15,19,KJep2,674.3792337780001
16,19,KJep2,689.2087722650001
17,19,KJep2,724.3226851070001
18,19,KJep2,838.7364378839999
19,19,KJep2,862.1234764400001
20,19,KJep2,887.5121800539999
21,19,KJep2,967.24806342
22,19,KJep2,1022.095770477
23,19,KJep2,1106.885124788
24,19,KJep2,1125.6013496619998
25,19,KJep2,1163.951388813
26,19,KJep2,1251.727886101
27,19,KJep2,1272.261610995
0,20,KJep2,11.464475557000014
1,20,KJep2,71.43296430500004
2,20,KJep2,263.50518399099997
3,20,KJep2,298.76915878899985
4,20,KJep2,380.656871875
5,20,KJep2,437.03925544999987
6,20,KJep2,499.7241923669999
7,20,KJep2,611.121143669
8,20,KJep2,614.374132224
9,20,KJep2,674.0421770769999
10,20,KJep2,815.5210232019998
11,20,KJep2,872.3702513399999
12,20,KJep2,890.5189775580001
13,20,KJep2,1032.193281345
14,20,KJep2,1110.3118856420003
15,20,KJep2,1204.510456704
16,20,KJep2,1211.16566553
0,21,KJep2,6.901789318999932
1,21,KJep2,41.08134544099994
2,21,KJep2,42.18169549300001
